Vardas              Pavarde             Galutinis
Vardas2185          Pavarde2185         2.2
Vardas2188          Pavarde2188         4.6
Vardas2189          Pavarde2189         2.2
Vardas2190          Pavarde2190         4.4
Vardas2193          Pavarde2193         4.6
Vardas2194          Pavarde2194         2.2
Vardas2198          Pavarde2198         2.6
Vardas2199          Pavarde2199         4.8
Vardas22            Pavarde22           3.8
Vardas220           Pavarde220          2.8
Vardas2201          Pavarde2201         3.6
Vardas2207          Pavarde2207         3.2
Vardas2209          Pavarde2209         2.6
Vardas221           Pavarde221          4.2
Vardas2213          Pavarde2213         2.2
Vardas2215          Pavarde2215         2.2
Vardas2217          Pavarde2217         2.2
Vardas222           Pavarde222          3.4
Vardas2220          Pavarde2220         4.8
Vardas2221          Pavarde2221         3.4
Vardas2224          Pavarde2224         2.2
Vardas2225          Pavarde2225         3.6
Vardas2226          Pavarde2226         2.8
Vardas2227          Pavarde2227         3.2
Vardas2229          Pavarde2229         4
Vardas223           Pavarde223          3.6
Vardas2235          Pavarde2235         4.8
Vardas2240          Pavarde2240         4.4
Vardas2241          Pavarde2241         3.6
Vardas2244          Pavarde2244         1.8
Vardas2246          Pavarde2246         2.6
Vardas2247          Pavarde2247         3.6
Vardas2248          Pavarde2248         3.4
Vardas2249          Pavarde2249         4
Vardas225           Pavarde225          2.2
Vardas2251          Pavarde2251         4.8
Vardas2252          Pavarde2252         4.2
Vardas2253          Pavarde2253         4.6
Vardas2254          Pavarde2254         3.6
Vardas2256          Pavarde2256         3
Vardas2258          Pavarde2258         3.4
Vardas2263          Pavarde2263         4.4
Vardas2265          Pavarde2265         3.6
Vardas2266          Pavarde2266         3.6
Vardas2267          Pavarde2267         4
Vardas227           Pavarde227          4
Vardas2272          Pavarde2272         3.8
Vardas2273          Pavarde2273         4.4
Vardas2277          Pavarde2277         4.8
Vardas228           Pavarde228          3.2
Vardas2281          Pavarde2281         4
Vardas2283          Pavarde2283         3.4
Vardas2285          Pavarde2285         2.6
Vardas2286          Pavarde2286         3
Vardas2288          Pavarde2288         4.4
Vardas2290          Pavarde2290         3.4
Vardas2292          Pavarde2292         4.6
Vardas2295          Pavarde2295         4.4
Vardas2297          Pavarde2297         2.8
Vardas2299          Pavarde2299         4.2
Vardas2303          Pavarde2303         3.2
Vardas2306          Pavarde2306         2.8
Vardas2308          Pavarde2308         2.2
Vardas2309          Pavarde2309         3
Vardas2315          Pavarde2315         4.6
Vardas2317          Pavarde2317         3.2
Vardas2318          Pavarde2318         2.6
Vardas2322          Pavarde2322         4.4
Vardas2324          Pavarde2324         4
Vardas2325          Pavarde2325         3.6
Vardas2327          Pavarde2327         4
Vardas2329          Pavarde2329         3.2
Vardas2332          Pavarde2332         3.4
Vardas2334          Pavarde2334         3.8
Vardas2335          Pavarde2335         3.8
Vardas2336          Pavarde2336         3.8
Vardas2341          Pavarde2341         3
Vardas2342          Pavarde2342         4.2
Vardas2346          Pavarde2346         4
Vardas235           Pavarde235          2.8
Vardas2350          Pavarde2350         4.2
Vardas2352          Pavarde2352         3.2
Vardas2353          Pavarde2353         4
Vardas2357          Pavarde2357         4.4
Vardas2358          Pavarde2358         2.4
Vardas2360          Pavarde2360         3.4
Vardas2362          Pavarde2362         3.6
Vardas2365          Pavarde2365         3.8
Vardas2369          Pavarde2369         2.6
Vardas237           Pavarde237          2.8
Vardas2375          Pavarde2375         3.2
Vardas2376          Pavarde2376         4.2
Vardas2377          Pavarde2377         3.4
Vardas238           Pavarde238          3.4
Vardas2380          Pavarde2380         4.6
Vardas2381          Pavarde2381         3.6
Vardas2382          Pavarde2382         4.2
Vardas2389          Pavarde2389         3.4
Vardas2390          Pavarde2390         2.2
Vardas2396          Pavarde2396         3.6
Vardas2397          Pavarde2397         4.2
Vardas2398          Pavarde2398         3.2
Vardas24            Pavarde24           4.8
Vardas2403          Pavarde2403         3.8
Vardas2405          Pavarde2405         1.8
Vardas2409          Pavarde2409         4.8
Vardas2410          Pavarde2410         2.2
Vardas2411          Pavarde2411         3.2
Vardas2415          Pavarde2415         3
Vardas2416          Pavarde2416         4
Vardas2418          Pavarde2418         3.2
Vardas2419          Pavarde2419         4
Vardas2427          Pavarde2427         4.4
Vardas243           Pavarde243          3
Vardas2430          Pavarde2430         4.6
Vardas2433          Pavarde2433         3.4
Vardas2434          Pavarde2434         4.4
Vardas2436          Pavarde2436         3.2
Vardas2437          Pavarde2437         4.4
Vardas244           Pavarde244          3.4
Vardas2441          Pavarde2441         2.2
Vardas2443          Pavarde2443         4.4
Vardas2444          Pavarde2444         4.8
Vardas2445          Pavarde2445         4.6
Vardas2448          Pavarde2448         4.4
Vardas2449          Pavarde2449         3.8
Vardas245           Pavarde245          3.2
Vardas2452          Pavarde2452         2.6
Vardas2453          Pavarde2453         4.8
Vardas2454          Pavarde2454         4.4
Vardas2458          Pavarde2458         2.6
Vardas2459          Pavarde2459         1.8
Vardas2460          Pavarde2460         3
Vardas2461          Pavarde2461         3.4
Vardas2466          Pavarde2466         4.8
Vardas2467          Pavarde2467         2.2
Vardas2469          Pavarde2469         4.4
Vardas2472          Pavarde2472         4.2
Vardas2474          Pavarde2474         3.8
Vardas2476          Pavarde2476         4
Vardas248           Pavarde248          4.2
Vardas2481          Pavarde2481         2.6
Vardas2485          Pavarde2485         3.4
Vardas2487          Pavarde2487         3
Vardas249           Pavarde249          4.8
Vardas2491          Pavarde2491         3.8
Vardas2492          Pavarde2492         3.8
Vardas2494          Pavarde2494         2.2
Vardas2497          Pavarde2497         3
Vardas2499          Pavarde2499         4.2
Vardas2502          Pavarde2502         2.6
Vardas2503          Pavarde2503         4
Vardas2506          Pavarde2506         4.8
Vardas2508          Pavarde2508         3
Vardas2509          Pavarde2509         3.4
Vardas2514          Pavarde2514         4.6
Vardas2515          Pavarde2515         4.8
Vardas2516          Pavarde2516         3.2
Vardas2519          Pavarde2519         3.2
Vardas2520          Pavarde2520         4.8
Vardas2527          Pavarde2527         4.4
Vardas2528          Pavarde2528         2.6
Vardas2529          Pavarde2529         4.4
Vardas2530          Pavarde2530         3.4
Vardas2531          Pavarde2531         3.6
Vardas2534          Pavarde2534         3
Vardas2536          Pavarde2536         2.8
Vardas2537          Pavarde2537         4.6
Vardas2541          Pavarde2541         3.4
Vardas2543          Pavarde2543         3.2
Vardas2552          Pavarde2552         4.4
Vardas2553          Pavarde2553         1.8
Vardas2556          Pavarde2556         4.2
Vardas2558          Pavarde2558         4.8
Vardas2559          Pavarde2559         2.2
Vardas2560          Pavarde2560         2.8
Vardas2561          Pavarde2561         4.8
Vardas2562          Pavarde2562         3.2
Vardas2563          Pavarde2563         4.2
Vardas2564          Pavarde2564         4.2
Vardas2571          Pavarde2571         3.8
Vardas2572          Pavarde2572         3.6
Vardas2575          Pavarde2575         2.6
Vardas2577          Pavarde2577         3
Vardas2582          Pavarde2582         4.6
Vardas2583          Pavarde2583         3.8
Vardas2584          Pavarde2584         3.6
Vardas2585          Pavarde2585         3.2
Vardas2587          Pavarde2587         3.2
Vardas259           Pavarde259          4
Vardas2591          Pavarde2591         4.8
Vardas2594          Pavarde2594         4.2
Vardas2595          Pavarde2595         4.4
Vardas2599          Pavarde2599         4.4
Vardas260           Pavarde260          3.8
Vardas2600          Pavarde2600         2.6
Vardas2603          Pavarde2603         2.2
Vardas2609          Pavarde2609         4.2
Vardas2612          Pavarde2612         3.4
Vardas2613          Pavarde2613         2.8
Vardas2614          Pavarde2614         3.4
Vardas2616          Pavarde2616         3.2
Vardas2618          Pavarde2618         4
Vardas262           Pavarde262          3.2
Vardas2621          Pavarde2621         4.2
Vardas2625          Pavarde2625         3.2
Vardas2626          Pavarde2626         3.2
Vardas2627          Pavarde2627         4.2
Vardas2628          Pavarde2628         3.2
Vardas2629          Pavarde2629         4
Vardas2632          Pavarde2632         3.8
Vardas2633          Pavarde2633         4.4
Vardas2634          Pavarde2634         3.8
Vardas2638          Pavarde2638         2.6
Vardas264           Pavarde264          4.8
Vardas2640          Pavarde2640         3
Vardas2641          Pavarde2641         2.6
